term,annotation,df
membrane,Multi-tissue_structure,anem_test
Sickle cell,Cell,anem_test
arterial,Multi-tissue_structure,anem_test
Cerebral,Organ,anem_test
blood,Organism_substance,anem_test
sickle cell,Cell,anem_test
cerebral artery,Multi-tissue_structure,anem_test
right anterior,Multi-tissue_structure,anem_test
right hemisphere,Organism_subdivision,anem_test
septic abscess wall,Multi-tissue_structure,anem_test
organ,Organ,anem_test
portal venous,Multi-tissue_structure,anem_test
hepatic,Organ,anem_test
sinusoidal,Tissue,anem_test
inflammatory cell,Cell,anem_test
hepatocellular,Cell,anem_test
cell,Cell,anem_test
abdominal abscess,Pathological_formation,anem_test
wall,Tissue,anem_test
Portal venous blood,Organism_substance,anem_test
liver,Organ,anem_test
suprahepatic inferior vena caval blood,Organism_substance,anem_test
portal vein,Multi-tissue_structure,anem_test
abscess wall,Multi-tissue_structure,anem_test
Liver,Organ,anem_test
central vein,Multi-tissue_structure,anem_test
cells,Cell,anem_test
septic liver,Organ,anem_test
pericentral vein cells,Cell,anem_test
abscess walls,Multi-tissue_structure,anem_test
liver lobular sinuses,Multi-tissue_structure,anem_test
septic hepatic,Organ,anem_test
nigrostriatal,Multi-tissue_structure,anem_test
lesions,Pathological_formation,anem_test
lesioned nigrostriatal,Multi-tissue_structure,anem_test
nigrostriatal lesion,Pathological_formation,anem_test
striatal,Multi-tissue_structure,anem_test
neuronal,Cell,anem_test
unilateral median forebrain bundle lesions,Multi-tissue_structure,anem_test
Lesion,Pathological_formation,anem_test
lesioned striatum,Multi-tissue_structure,anem_test
Neutrophil,Cell,anem_test
neutrophilic,Cell,anem_test
respiratory,Anatomical_system,anem_test
neutrophils,Cell,anem_test
plasma,Organism_substance,anem_test
membrane,Cellular_component,anem_test
biological fluids,Organism_substance,anem_test
sweat,Organism_substance,anem_test
endothelial cells,Cell,anem_test
skeletal tissues,Tissue,anem_test
chondrocyte,Cell,anem_test
chondrocytes,Cell,anem_test
mitochondrial,Cellular_component,anem_test
mitochondrial membrane,Cellular_component,anem_test
cell membrane,Cellular_component,anem_test
cartilage,Tissue,anem_test
lower respiratory tract,Multi-tissue_structure,anem_test
intracranial,Immaterial_anatomical_entity,anem_test
head,Organism_subdivision,anem_test
cerebral,Organ,anem_test
cerebrospinal fluid,Organism_substance,anem_test
fluid,Organism_substance,anem_test
neurological,Anatomical_system,anem_test
ocular,Organ,anem_test
eye,Organ,anem_test
branchial arch,Multi-tissue_structure,anem_test
nasal,Organism_subdivision,anem_test
facial,Organism_subdivision,anem_test
sinus,Immaterial_anatomical_entity,anem_test
Facial,Organism_subdivision,anem_test
T cells,Cell,anem_test
T lymphocyte,Cell,anem_test
airway,Multi-tissue_structure,anem_test
T helper 1,Cell,anem_test
T helper 2,Cell,anem_test
neural crest,Tissue,anem_test
posterior frontal cranial suture,Multi-tissue_structure,anem_test
Cranial suture,Multi-tissue_structure,anem_test
tissues,Tissue,anem_test
neural crest cells,Cell,anem_test
NCC,Cell,anem_test
paraxial mesoderm,Multi-tissue_structure,anem_test
posterior frontal ( PF ) suture,Multi-tissue_structure,anem_test
sutures,Multi-tissue_structure,anem_test
PF suture,Multi-tissue_structure,anem_test
metopic suture,Multi-tissue_structure,anem_test
extracellular matrix,Cellular_component,anem_test
cartilage tissue,Tissue,anem_test
bone,Tissue,anem_test
NCC - derived tissues,Tissue,anem_test
Wounds,Pathological_formation,anem_test
wounds,Pathological_formation,anem_test
Musculoskeletal trauma,Pathological_formation,anem_test
wound,Pathological_formation,anem_test
renal tubular cell,Cell,anem_test
proximal tubular ( LLC - PK ( 1 ) ) cells,Cell,anem_test
renal tubular cells,Cell,anem_test
LLC - PK ( 1 ) cells,Cell,anem_test
Cell,Cell,anem_test
macrophages,Cell,anem_test
myeloid progenitor cells,Cell,anem_test
transmembrane,Cellular_component,anem_test
bone marrow,Multi-tissue_structure,anem_test
bone marrow macrophages,Cell,anem_test
root,Organ,anem_test
fecal,Organism_substance,anem_test
fecal matter,Organism_substance,anem_test
central venous,Multi-tissue_structure,anem_test
abdominal,Organism_subdivision,anem_test
squamous intraepithelial lesion,Pathological_formation,anem_test
cervical lesions,Pathological_formation,anem_test
exo - cervical lesions,Pathological_formation,anem_test
lesion,Pathological_formation,anem_test
exocervical lesions,Pathological_formation,anem_test
atrial,Multi-tissue_structure,anem_test
lateral,Multi-tissue_structure,anem_test
septal walls,Multi-tissue_structure,anem_test
left atrium,Multi-tissue_structure,anem_test
right atrium,Multi-tissue_structure,anem_test
left atrial,Multi-tissue_structure,anem_test
right atrial,Multi-tissue_structure,anem_test
right coronary artery,Multi-tissue_structure,anem_test
aortic sinus,Immaterial_anatomical_entity,anem_test
aorta,Multi-tissue_structure,anem_test
pulmonary trunk,Multi-tissue_structure,anem_test
cardiac,Organ,anem_test
coronary,Multi-tissue_structure,anem_test
urine,Organism_substance,anem_test
neutrophil,Cell,anem_test
blood samples,Organism_substance,anem_test
Neutrophils,Cell,anem_test
White cell,Cell,anem_test
Neurohypophyseal granulomatous germinoma,Pathological_formation,anem_test
right cavernous sinus,Immaterial_anatomical_entity,anem_test
neurohypophyseal germinoma,Pathological_formation,anem_test
suprasellar lesions,Pathological_formation,anem_test
Tumor,Pathological_formation,anem_test
placental,Organ,anem_test
Brain,Organ,anem_test
suprasellar tumor,Pathological_formation,anem_test
transsphenoidal,Multi-tissue_structure,anem_test
tumor cells,Cell,anem_test
lymphocytic cell,Cell,anem_test
Melanoma,Pathological_formation,anem_test
skin cancer,Pathological_formation,anem_test
melanoma,Pathological_formation,anem_test
skin,Organ,anem_test
nonmelanoma skin cancer,Pathological_formation,anem_test
intramuscularly,Tissue,anem_test
gastrointestinal tract,Organism_subdivision,anem_test
meristematic,Tissue,anem_test
meiotic tissues,Tissue,anem_test
Heart,Organ,anem_test
cardiovascular,Anatomical_system,anem_test
hand,Organism_subdivision,anem_test
Hand,Organism_subdivision,anem_test
biofilm,Cell,anem_test
tracheal,Multi-tissue_structure,anem_test
endotracheal tube,Multi-tissue_structure,anem_test
mucosal,Multi-tissue_structure,anem_test
mucociliary,Tissue,anem_test
tracheobronchial cells,Cell,anem_test
basement membrane,Multi-tissue_structure,anem_test
bronchial tree,Multi-tissue_structure,anem_test
mucus,Organism_substance,anem_test
lung,Organ,anem_test
respiratory tract,Multi-tissue_structure,anem_test
chromosome 17,Cellular_component,anem_test
chromosome 6,Cellular_component,anem_test
rotator cuff,Organ,anem_test
shoulders,Organism_subdivision,anem_test
concentrate,Organism_substance,anem_test
juice,Organism_substance,anem_test
hip,Organism_subdivision,anem_test
cervical,Organism_subdivision,anem_test
trochanteric,Multi-tissue_structure,anem_test
intestinal,Multi-tissue_structure,anem_test
atherosclerotic lesions,Pathological_formation,anem_test
thoracic,Multi-tissue_structure,anem_test
abdominal aorta,Multi-tissue_structure,anem_test
atherosclerotic aortic plaques,Pathological_formation,anem_test
atherosclerotic plaques,Pathological_formation,anem_test
arterial walls,Multi-tissue_structure,anem_test
white matter,Multi-tissue_structure,anem_test
cerebral cortex,Multi-tissue_structure,anem_test
ventricles,Multi-tissue_structure,anem_test
subcortical structures,Multi-tissue_structure,anem_test
hippocampal,Multi-tissue_structure,anem_test
plaque,Organism_substance,anem_test
oral,Organism_subdivision,anem_test
Langerhans cells,Cell,anem_test
LCs,Cell,anem_test
LC,Cell,anem_test
Langerin ( + ) dermal dendritic cells,Cell,anem_test
dDCs,Cell,anem_test
Langerin ( + ) dDCs,Cell,anem_test
adrenal gland,Organ,anem_test
parieto - occipital cortex,Multi-tissue_structure,anem_test
cortex,Multi-tissue_structure,anem_test
parietal regions,Organism_subdivision,anem_test
parietal lobes,Multi-tissue_structure,anem_test
neural,Multi-tissue_structure,anem_test
scalp,Multi-tissue_structure,anem_test
serum samples,Organism_substance,anem_test
sperm cells,Cell,anem_test
sperm,Cell,anem_test
bilayer lipid membranes,Cellular_component,anem_test
upper GI,Organism_subdivision,anem_test
nerves,Multi-tissue_structure,anem_test
cerebrum,Multi-tissue_structure,anem_test
brain stem,Multi-tissue_structure,anem_test
cerebellum,Multi-tissue_structure,anem_test
body organs,Organ,anem_test
vascular,Multi-tissue_structure,anem_test
serum,Organism_substance,anem_test
yolk,Developing_anatomical_structure,anem_test
oocytes,Cell,anem_test
yolk platelets,Cell,anem_test
cancer,Pathological_formation,anem_test
Plasma,Organism_substance,anem_test
breast cancer,Pathological_formation,anem_test
urinary,Organism_substance,anem_test
limb,Organism_subdivision,anem_test
peripheral blood mononuclear cell,Cell,anem_test
MNC,Cell,anem_test
breast milk MNCs,Cell,anem_test
peripheral blood MNCs,Cell,anem_test
breast,Organism_subdivision,anem_test
Cardiac,Organ,anem_test
ventricle,Multi-tissue_structure,anem_test
Tissue,Tissue,anem_test
atrium,Multi-tissue_structure,anem_test
spleen,Organ,anem_test
extracellular,Immaterial_anatomical_entity,anem_test
carious lesion,Pathological_formation,anem_test
T cell,Cell,anem_test
autologous monocytes,Cell,anem_test
Mo,Cell,anem_test
peripheral blood mononuclear cells,Cell,anem_test
leukocyte,Cell,anem_test
thymocytes,Cell,anem_test
MO,Cell,anem_test
T lymphocytes,Cell,anem_test
myocardial cells,Cell,anem_test
cellular,Cell,anem_test
sarcolemma,Cellular_component,anem_test
sarcolemmal,Cellular_component,anem_test
glycocalyx,Cellular_component,anem_test
Oesophageal,Organ,anem_test
oesophageal,Organ,anem_test
larynx,Multi-tissue_structure,anem_test
oesophagus,Organ,anem_test
hepato - choledocus,Multi-tissue_structure,anem_test
Oddi sphincter,Tissue,anem_test
cancers,Pathological_formation,anem_test
cyst,Pathological_formation,anem_test
choledocus,Multi-tissue_structure,anem_test
mucous membrane,Multi-tissue_structure,anem_test
mucous membranes,Multi-tissue_structure,anem_test
mediobasal hypothalamic,Multi-tissue_structure,anem_test
ovarian,Organ,anem_test
mediobasal hypothalamus,Multi-tissue_structure,anem_test
fetal brain tissue,Tissue,anem_test
nerve terminal,Multi-tissue_structure,anem_test
heart,Organ,anem_test
cardiovascular,Multi-tissue_structure,anem_test
valvular,Multi-tissue_structure,anem_test
myocardial,Multi-tissue_structure,anem_test
skeletal,Anatomical_system,anem_test
Blood,Organism_substance,anem_test
left ventricular,Multi-tissue_structure,anem_test
mitral,Multi-tissue_structure,anem_test
aortic valvular,Multi-tissue_structure,anem_test
myocardium,Multi-tissue_structure,anem_test
Myocardial,Multi-tissue_structure,anem_test
osseous,Organ,anem_test
gallbladder tumors,Pathological_formation,anem_test
adenocarcinoma,Pathological_formation,anem_test
gallbladder,Organ,anem_test
GB,Organ,anem_test
malignant fibrous histocytoma,Pathological_formation,anem_test
metastatic adenocarcinoma,Pathological_formation,anem_test
adenoma,Pathological_formation,anem_test
polypus,Pathological_formation,anem_test
xanthogranuloma,Pathological_formation,anem_test
GB cancer,Pathological_formation,anem_test
wall,Multi-tissue_structure,anem_test
arterial blood,Organism_substance,anem_test
metastatic cancer,Pathological_formation,anem_test
benign lesions,Pathological_formation,anem_test
GB malignancy,Pathological_formation,anem_test
GB wall,Multi-tissue_structure,anem_test
metastatic,Pathological_formation,anem_test
Iliac crest biopsy samples,Multi-tissue_structure,anem_test
Bone,Tissue,anem_test
osteoblast,Cell,anem_test
bone,Organ,anem_test
platelets,Cell,anem_test
lymphocytes,Cell,anem_test
pulmonary,Organ,anem_test
chest,Organism_subdivision,anem_test
striatum,Multi-tissue_structure,anem_test
thalamus,Multi-tissue_structure,anem_test
hippocampus,Multi-tissue_structure,anem_test
midbrain,Multi-tissue_structure,anem_test
lung fibroblast cell line WI - 38,Cell,anem_test
diploid fibroblast cell line WI - 38,Cell,anem_test
WI - 38 cell line,Cell,anem_test
"nonsmall cell lung carcinoma 77	78	B-Pathological_formation
lymphoepithelioma	78	95	I-Pathological_formation
-	95	96	I-Pathological_formation
like	96	100	I-Pathological_formation carcinoma",Pathological_formation,anem_test
nonsmall cell lung carcinoma,Pathological_formation,anem_test
NSCLC,Pathological_formation,anem_test
tumors,Pathological_formation,anem_test
nasopharyngeal carcinoma,Pathological_formation,anem_test
squamous cell carcinoma,Pathological_formation,anem_test
SCC,Pathological_formation,anem_test
AD,Pathological_formation,anem_test
large cell carcinoma,Pathological_formation,anem_test
LCC,Pathological_formation,anem_test
lymphoepithelioma - like carcinoma,Pathological_formation,anem_test
LE,Pathological_formation,anem_test
nontumor epithelial cells,Cell,anem_test
lymph node,Multi-tissue_structure,anem_test
EBER1 - positive NSCLCs,Pathological_formation,anem_test
Brainstem,Multi-tissue_structure,anem_test
carotid,Multi-tissue_structure,anem_test
intracranial arteries,Multi-tissue_structure,anem_test
cerebral vascular,Multi-tissue_structure,anem_test
artery,Multi-tissue_structure,anem_test
arteries,Multi-tissue_structure,anem_test
plectonemes,Cellular_component,anem_test
HeLa cells,Cell,anem_test
neurosphere,Cell,anem_test
differentiated cells,Cell,anem_test
meats,Organism_subdivision,anem_test
serum sample,Organism_substance,anem_test
fetal,Developing_anatomical_structure,anem_test
samples,Organism_substance,anem_test
sample,Organism_substance,anem_test
body,Organism_subdivision,anem_test
meat,Organism_subdivision,anem_test
hind footpad,Organism_subdivision,anem_test
footpad,Organism_subdivision,anem_test
PLN,Multi-tissue_structure,anem_test
lymph node cell,Cell,anem_test
PLN cells,Cell,anem_test
samples,Cell,anem_test
envelope,Cellular_component,anem_test
pathological lesions,Pathological_formation,anem_test
plaque,Cell,anem_test
brains,Organ,anem_test
fibril,Pathological_formation,anem_test
amyloid fibrils,Pathological_formation,anem_test
fibrillar,Pathological_formation,anem_test
microglial,Cell,anem_test
microglial cells,Cell,anem_test
Fibrillar,Pathological_formation,anem_test
intracellularly,Cell,anem_test
fibrils,Pathological_formation,anem_test
membranes,Cellular_component,anem_test
lipid rafts,Organism_substance,anem_test
AD brain,Organ,anem_test
Basilar papilla,Multi-tissue_structure,anem_test
basilar papilla,Multi-tissue_structure,anem_test
saccular space,Immaterial_anatomical_entity,anem_test
contact membrane,Multi-tissue_structure,anem_test
endolymphatic fluid,Organism_substance,anem_test
papillar,Multi-tissue_structure,anem_test
perilymphatic fluid,Organism_substance,anem_test
lumen,Immaterial_anatomical_entity,anem_test
limbic tissue,Tissue,anem_test
inner ear,Multi-tissue_structure,anem_test
sensory epithelium,Tissue,anem_test
elliptical lumen,Immaterial_anatomical_entity,anem_test
hair cells,Cell,anem_test
stereovilli,Cellular_component,anem_test
tectorial membrane,Multi-tissue_structure,anem_test
sacculus,Multi-tissue_structure,anem_test
saccular,Multi-tissue_structure,anem_test
epithelium,Tissue,anem_test
hair,Multi-tissue_structure,anem_test
pelvic girdle,Multi-tissue_structure,anem_test
fetus,Developing_anatomical_structure,anem_test
samples,Tissue,anem_test
brain tissue,Tissue,anem_test
plasmids,Cellular_component,anem_test
HEK 293ind - ICER IIgamma cells,Cell,anem_test
small - cell lung cancer,Pathological_formation,anem_test
Iris,Multi-tissue_structure,anem_test
Ciliary Body,Multi-tissue_structure,anem_test
iris - ciliary body complex,Multi-tissue_structure,anem_test
ICB,Multi-tissue_structure,anem_test
ciliary body,Multi-tissue_structure,anem_test
anterior chamber,Multi-tissue_structure,anem_test
epithelial cell,Cell,anem_test
pars plicata,Multi-tissue_structure,anem_test
ciliary,Multi-tissue_structure,anem_test
pars plana,Multi-tissue_structure,anem_test
ciliary musculature,Multi-tissue_structure,anem_test
iris,Multi-tissue_structure,anem_test
ciliary epithelium,Tissue,anem_test
epithelial cells,Cell,anem_test
humor,Organism_substance,anem_test
pupil,Multi-tissue_structure,anem_test
sphincter,Tissue,anem_test
smooth muscle,Tissue,anem_test
blood vessels,Multi-tissue_structure,anem_test
sphincter muscle,Tissue,anem_test
HEK293 cells,Cell,anem_test
cell lysates,Organism_substance,anem_test
supernatant,Organism_substance,anem_test
muscle - invasive bladder cancer,Pathological_formation,anem_test
bladder,Organ,anem_test
anterior vaginal wall,Multi-tissue_structure,anem_test
dermis,Multi-tissue_structure,anem_test
cancerous,Pathological_formation,anem_test
Placental tissues,Tissue,anem_test
placental tissues,Tissue,anem_test
Fetal,Developing_anatomical_structure,anem_test
amniotic fluid cells,Cell,anem_test
placentas,Organ,anem_test
fragment,Organ,anem_test
placenta,Organ,anem_test
umbilical cord fetal blood,Organism_substance,anem_test
placenta biopsy sample,Organ,anem_test
Villous cytotrophoblastic cells,Cell,anem_test
chorionic villi,Multi-tissue_structure,anem_test
Placental fibroblasts,Cell,anem_test
Fibroblastic cells,Cell,anem_test
fibroblasts,Cell,anem_test
fibroblast,Cell,anem_test
full - length HIV packaging cell line,Cell,anem_test
VSVG - pseudotyped cell line,Cell,anem_test
intravenous,Multi-tissue_structure,anem_test
ventricular wall,Multi-tissue_structure,anem_test
enterochromaffin cells,Cell,anem_test
EC,Cell,anem_test
T - cell,Cell,anem_test
CD4 + cells,Cell,anem_test
macrophage,Cell,anem_test
crypts,Multi-tissue_structure,anem_test
chromogranin A ( CA ) - positive cells,Cell,anem_test
mast cells,Cell,anem_test
immune system,Anatomical_system,anem_test
Cells,Cell,anem_test
Be2C cells,Cell,anem_test
Breast cancer,Pathological_formation,anem_test
sputum,Organism_substance,anem_test
pus,Organism_substance,anem_test
malignant lymphoma,Pathological_formation,anem_test
ML,Pathological_formation,anem_test
whole blood,Organism_substance,anem_test
pelvic Ewing ' s sarcoma,Pathological_formation,anem_test
chromosome,Cellular_component,anem_test
Tarsoconjunctival flap,Multi-tissue_structure,anem_test
DH10b cells,Cell,anem_test
competent cells,Cell,anem_test
immune subsystems,Anatomical_system,anem_test
effector cells,Cell,anem_test
memory cells,Cell,anem_test
aneurysm,Pathological_formation,anem_test
subarachnoid blood,Organism_substance,anem_test
Subcellular,Cellular_component,anem_test
Nuclei,Cellular_component,anem_test
kidney,Organ,anem_test
allogeneic hematopoietic stem cell,Cell,anem_test
solid tumors,Pathological_formation,anem_test
Sputum,Organism_substance,anem_test
Lung,Organ,anem_test
hair shaft,Multi-tissue_structure,anem_test
tail,Organism_subdivision,anem_test
elbow,Organism_subdivision,anem_test
forearm,Organism_subdivision,anem_test
pancreatic sarcomas,Pathological_formation,anem_test
Pancreatic sarcomas,Pathological_formation,anem_test
pancreatic neoplasms,Pathological_formation,anem_test
Hip,Organism_subdivision,anem_test
growth cone,Cellular_component,anem_test
nuclear,Cellular_component,anem_test
cortical neurons,Cell,anem_test
neurons,Cell,anem_test
Neurons,Cell,anem_test
neurite,Cellular_component,anem_test
neuron,Cell,anem_test
filopodia,Cellular_component,anem_test
growth cones,Cellular_component,anem_test
Growth cones,Cellular_component,anem_test
cytoskeletal,Cellular_component,anem_test
filamentous,Cellular_component,anem_test
bloodstream,Organism_substance,anem_test
Beta - Cell,Cell,anem_test
beta - cell,Cell,anem_test
embryonic beta - cell,Cell,anem_test
pancreatic,Organ,anem_test
embryonic,Developing_anatomical_structure,anem_test
islet,Multi-tissue_structure,anem_test
beta - cell lines,Cell,anem_test
microvascular endothelial cells,Cell,anem_test
fetal pancreas,Organ,anem_test
hypothalamic,Organ,anem_test
pituitary,Organ,anem_test
adrenal,Organ,anem_test
pancreas,Organ,anem_test
fetal endocrine cell,Cell,anem_test
exocrine pancreas,Organ,anem_test
beta cell,Cell,anem_test
mitochondria,Cellular_component,anem_test
skeletal muscle,Organ,anem_test
islets,Multi-tissue_structure,anem_test
Pancreatic islet,Multi-tissue_structure,anem_test
fetal tissues,Tissue,anem_test
fetuses,Developing_anatomical_structure,anem_test
beta cells,Cell,anem_test
pancreatic rudiment,Organ,anem_test
endocrine pancreas,Organ,anem_test
atheroma,Pathological_formation,anem_test
micro - vessel,Tissue,anem_test
thrombus,Organism_substance,anem_test
cell surface,Cellular_component,anem_test
smooth muscle cells,Cell,anem_test
platelet surface,Cellular_component,anem_test
Intraplatelet,Cell,anem_test
FLS,Cell,anem_test
fibroblast - like synoviocytes,Cell,anem_test
Ventricular,Multi-tissue_structure,anem_train
ventricular,Multi-tissue_structure,anem_train
faecal,Organism_substance,anem_train
intestine,Organ,anem_train
urinary tract,Multi-tissue_structure,anem_train
conjugative,Cellular_component,anem_train
nonconjugative plasmids,Cellular_component,anem_train
renal tubular,Multi-tissue_structure,anem_train
tubular cell,Cell,anem_train
tubules,Multi-tissue_structure,anem_train
tubular,Multi-tissue_structure,anem_train
interstitial,Immaterial_anatomical_entity,anem_train
tubule,Multi-tissue_structure,anem_train
renal tubular epithelial cells,Cell,anem_train
tissue specimens,Tissue,anem_train
fragment,Pathological_formation,anem_train
tumour,Pathological_formation,anem_train
endometrial biopsy,Tissue,anem_train
tissue fragments,Tissue,anem_train
specimens,Tissue,anem_train
nasopharyngeal aspirates,Organism_substance,anem_train
trunk,Organism_subdivision,anem_train
right hip joint,Multi-tissue_structure,anem_train
neck,Organism_subdivision,anem_train
translocons,Cellular_component,anem_train
endoplasmic reticulum,Cellular_component,anem_train
inner membrane,Cellular_component,anem_train
aqueous pore,Cellular_component,anem_train
translocation pore,Cellular_component,anem_train
cytosolic,Organism_substance,anem_train
translocon,Cellular_component,anem_train
cerebellar,Multi-tissue_structure,anem_train
CNS,Anatomical_system,anem_train
glial cells,Cell,anem_train
esophageal,Multi-tissue_structure,anem_train
tracheoesophageal,Multi-tissue_structure,anem_train
mediastinal lymphoma,Pathological_formation,anem_train
Mediastinal lymphoma,Pathological_formation,anem_train
tracheobronchial,Multi-tissue_structure,anem_train
tracheoesophageal fistula,Immaterial_anatomical_entity,anem_train
tracheoesophageal fistulas,Immaterial_anatomical_entity,anem_train
mediastinal lymphomatous,Pathological_formation,anem_train
sickle cells,Cell,anem_train
lymphoma,Pathological_formation,anem_train
non - Hodgkin ' s lymphoma,Pathological_formation,anem_train
tumour cell,Cell,anem_train
colon cancer,Pathological_formation,anem_train
colon carcinomas,Pathological_formation,anem_train
bcl - 2 - positive tumors,Pathological_formation,anem_train
bcl - 2 - negative tumors,Pathological_formation,anem_train
colon,Organ,anem_train
non - phagocytic cells,Cell,anem_train
keratinocyte,Cell,anem_train
PAM212,Cell,anem_train
mKSA ) cell lines,Cell,anem_train
cellular lysates,Organism_substance,anem_train
subcellular,Cellular_component,anem_train
gastric mucosa,Multi-tissue_structure,anem_train
peptic ulcer,Pathological_formation,anem_train
cell lysate,Organism_substance,anem_train
stones,Organism_substance,anem_train
renal proximal tubule,Multi-tissue_structure,anem_train
uric acid stone,Organism_substance,anem_train
uric acid stones,Organism_substance,anem_train
internal thoracic,Multi-tissue_structure,anem_train
radial artery,Multi-tissue_structure,anem_train
arterial conduits,Multi-tissue_structure,anem_train
conduit,Multi-tissue_structure,anem_train
limb,Multi-tissue_structure,anem_train
radial arterial ( RA ) limb,Multi-tissue_structure,anem_train
internal thoracic artery ( ITA ) limb,Multi-tissue_structure,anem_train
RA,Multi-tissue_structure,anem_train
ITA,Multi-tissue_structure,anem_train
limbs,Multi-tissue_structure,anem_train
RA limb,Multi-tissue_structure,anem_train
ITA / RA,Multi-tissue_structure,anem_train
reticulated platelets,Cell,anem_train
RP,Cell,anem_train
ovarian carcinoma cells,Cell,anem_train
ovarian carcinoma cell lines,Cell,anem_train
adenocarcinoma cells,Cell,anem_train
ovarian cancer cell lines,Cell,anem_train
Bcl - 2 - overexpressing SKOV3 cells,Cell,anem_train
Bcl - 2 - overexpressing SKOV3 cell line,Cell,anem_train
Bcl - 2 - expressing counterpart SKOV3 . ip1 cell line,Cell,anem_train
SKOV3 cells,Cell,anem_train
ovarian cancer cells,Cell,anem_train
venom,Organism_substance,anem_train
red blood cells,Cell,anem_train
hematopoietic cells,Cell,anem_train
endothelial,Tissue,anem_train
insular cortex,Multi-tissue_structure,anem_train
temporal lobe,Multi-tissue_structure,anem_train
cortical,Multi-tissue_structure,anem_train
right insula,Multi-tissue_structure,anem_train
left,Multi-tissue_structure,anem_train
left temporal,Multi-tissue_structure,anem_train
left hemispheric,Multi-tissue_structure,anem_train
spinal cord white matter,Multi-tissue_structure,anem_train
intraspinal macrophages,Cell,anem_train
lateral white matter,Multi-tissue_structure,anem_train
spinal cord,Organ,anem_train
inflammation lesions,Pathological_formation,anem_train
inflammation,Pathological_formation,anem_train
phagocytic microglia,Cell,anem_train
inflammatory cells,Cell,anem_train
cytoplasm,Organism_substance,anem_train
lymphocyte,Cell,anem_train
peripheral blood,Organism_substance,anem_train
Lymphocyte,Cell,anem_train
T,Cell,anem_train
B - cells,Cell,anem_train
T - cells,Cell,anem_train
CD 4 + cells,Cell,anem_train
CD 8 + cells,Cell,anem_train
suppressor - inducer T - cells,Cell,anem_train
suppressor T - cells,Cell,anem_train
natural killer ( NK ) cells,Cell,anem_train
NK cells,Cell,anem_train
CD 16 - CD 57 + NK cells,Cell,anem_train
graft,Multi-tissue_structure,anem_train
spinal,Organism_subdivision,anem_train
corticospinal system,Anatomical_system,anem_train
subcortical,Multi-tissue_structure,anem_train
cortical regions,Multi-tissue_structure,anem_train
cortical areas,Multi-tissue_structure,anem_train
motor cortex,Multi-tissue_structure,anem_train
contralesional dorsolateral premotor cortex,Multi-tissue_structure,anem_train
bilateral ventrolateral premotor cortices,Multi-tissue_structure,anem_train
contralesional cerebellum,Multi-tissue_structure,anem_train
ipsilesional primary motor cortex,Multi-tissue_structure,anem_train
premotor cortices,Multi-tissue_structure,anem_train
sera,Organism_substance,anem_train
rheumatoid synovial tissue,Tissue,anem_train
mast cell,Cell,anem_train
synovial tissue,Tissue,anem_train
Synovial tissue,Tissue,anem_train
synovia,Tissue,anem_train
synovial mast cells,Cell,anem_train
Mast cell,Cell,anem_train
CD68 positive synovial macrophages,Cell,anem_train
Synovial mast cells,Cell,anem_train
tree ring,Tissue,anem_train
leaf,Organ,anem_train
stem tissue,Tissue,anem_train
crowns,Organism_subdivision,anem_train
woody tissue,Tissue,anem_train
monocytes,Cell,anem_train
mononuclear cells,Cell,anem_train
clot,Organism_substance,anem_train
WB,Organism_substance,anem_train
Clot,Organism_substance,anem_train
testicular,Organ,anem_train
testicular sperm,Cell,anem_train
vocal cords,Multi-tissue_structure,anem_train
Vocal cord,Multi-tissue_structure,anem_train
laryngeal mucosa,Multi-tissue_structure,anem_train
subepithelial non - necrotizing granulomata,Pathological_formation,anem_train
sarcoid,Pathological_formation,anem_train
Klebsiella scleroma,Pathological_formation,anem_train
pancreatic abscesses,Pathological_formation,anem_train
white matter lesions,Pathological_formation,anem_train
WML,Pathological_formation,anem_train
centrum semiovale,Multi-tissue_structure,anem_train
periventricular regions,Multi-tissue_structure,anem_train
periventricular areas,Multi-tissue_structure,anem_train
temporal lobes,Multi-tissue_structure,anem_train
periventricular regions,Pathological_formation,anem_train
Cardiovascular,Anatomical_system,anem_train
brachial,Organism_subdivision,anem_train
aortic,Multi-tissue_structure,anem_train
epigastric,Organism_subdivision,anem_train
mouth,Organism_subdivision,anem_train
cochlear lesions,Pathological_formation,anem_train
cochleae,Multi-tissue_structure,anem_train
round window niche,Immaterial_anatomical_entity,anem_train
tympanum,Multi-tissue_structure,anem_train
brainstem,Multi-tissue_structure,anem_train
Cochlear,Multi-tissue_structure,anem_train
cochlear,Multi-tissue_structure,anem_train
B Lymphocytes,Cell,anem_train
B cells,Cell,anem_train
B cell,Cell,anem_train
lymph node cells,Cell,anem_train
gut,Organism_subdivision,anem_train
cervical spine,Organism_subdivision,anem_train
lower laminas,Multi-tissue_structure,anem_train
articular masses,Multi-tissue_structure,anem_train
vertebra,Organ,anem_train
vertebrae,Organ,anem_train
neurologic,Anatomical_system,anem_train
temporal scalp,Multi-tissue_structure,anem_train
neural,Cell,anem_train
inferior colliculus,Multi-tissue_structure,anem_train
cochlear nucleus,Multi-tissue_structure,anem_train
Ventral,Multi-tissue_structure,anem_train
dorsal striatal,Multi-tissue_structure,anem_train
neonatal ventral hippocampal lesions,Pathological_formation,anem_train
NVHL,Pathological_formation,anem_train
ventral,Multi-tissue_structure,anem_train
