term,annotation,df
oscillations,Material,scienceie
kernel interpolation functions,Process,scienceie
new family of kernel functions,Task,scienceie
do not introduce these spurious oscillations,Task,scienceie
kernel functions,Process,scienceie
cartesian staggered grids,Process,scienceie
maple computer program,Material,scienceie
obtain explicit expressions for the new kernels,Task,scienceie
new kernels,Process,scienceie
shape optimisation,Task,scienceie
two- and three-dimensional solids,Material,scienceie
combining multiresolution subdivision surfaces,Process,scienceie
immersed finite elements,Material,scienceie
isogeometric analysis literature,Material,scienceie
geometry representations,Process,scienceie
fea,Process,scienceie
cad geometry model,Process,scienceie
finite element computation,Process,scienceie
geometry and analysis representations,Task,scienceie
shape optimisation techniques,Process,scienceie
surrogate geometry model,Process,scienceie
analysis mesh,Process,scienceie
cad model,Process,scienceie
optimised surrogate geometry model,Process,scienceie
shells,Material,scienceie
solids,Material,scienceie
directly optimising,Process,scienceie
surrogate model,Process,scienceie
investigate the bfkl and dglap equations in the case of supersymmetric theories,Task,scienceie
high symmetry may significantly simplify the structure of these equations,Task,scienceie
leading logarithmic approximation,Process,scienceie
lla,Process,scienceie
anomalous dimensions obtained from universal anomalous dimensions γuni(j) by shifting its arguments by an integer number,Process,scienceie
fixed by the superconformal invariance ,Process,scienceie
anomalous dimension matrices for twist-2 operators,Task,scienceie
"calculations in the maximally extended n=4 sym, where the coupling constant is not renormalized",Process,scienceie
twist-2 operators,Task,scienceie
anomalous dimension matrix,Task,scienceie
super-conformal invariance,Process,scienceie
n=4 sym,Task,scienceie
evolution equations for quasi-partonic operators,Task,scienceie
evolution equations for the matrix elements of quasi-partonic operators in the multicolor limit nc→∞,Task,scienceie
deteriorated convergence,Task,scienceie
initial residual amplification,Task,scienceie
amplification of the residual,Task,scienceie
poor nonlinear convergence,Material,scienceie
pl,Task,scienceie
pl,Process,scienceie
inf–sup stable schemes,Process,scienceie
penalized formulations,Process,scienceie
classic penalty/weakly penalized,Process,scienceie
pl formulation,Process,scienceie
weakly penalized formulation,Process,scienceie
penalty method,Process,scienceie
weakly penalized,Process,scienceie
generalized formulation,Process,scienceie
"pl, penalty or statically condensed pl formulations",Process,scienceie
nonlinear convergence,Material,scienceie
convergence,Material,scienceie
weakly penalized and pl approaches,Process,scienceie
fusion reactors,Process,scienceie
static surfaces,Process,scienceie
power and particle exhaust,Material,scienceie
plasma facing components,Task,scienceie
pfcs,Task,scienceie
d-t reactor,Material,scienceie
structural material changes,Process,scienceie
structural material,Material,scienceie
impinging plasma particles,Material,scienceie
neutron damage,Process,scienceie
fusion power plant,Material,scienceie
severe technical challenge,Task,scienceie
impedance spectroscopy,Process,scienceie
mixed conducting thin film electrodes,Material,scienceie
oxygen tracer experiments,Process,scienceie
bulk samples,Material,scienceie
iedp measurements,Process,scienceie
mixed conducting cathode materials,Material,scienceie
oxide films,Material,scienceie
insulating substrates,Material,scienceie
eis,Process,scienceie
iedp,Process,scienceie
la0.6sr0.4coo3−δ,Material,scienceie
lsc,Material,scienceie
resistive contributions of the oxygen reduction kinetics,Task,scienceie
electrical measurements,Process,scienceie
oxygen ion conductor,Material,scienceie
yttria stabilized zirconia,Material,scienceie
ysz,Material,scienceie
lsc films,Material,scienceie
quantitative material parameters,Task,scienceie
comparison of the data,Process,scienceie
analysis models,Process,scienceie
appropriateness of analysis models,Task,scienceie
oxygen reduction kinetics,Process,scienceie
applying eis and iedp to one and the same la0.6sr0.4coo3−δ (lsc) thin film,Task,scienceie
oxidation test,Process,scienceie
test matrix,Material,scienceie
horizontal tube furnaces,Material,scienceie
adjusted to accommodate buoyancy effects,Process,scienceie
weight change during these tests was monitored continually,Material,scienceie
alumina boats,Material,scienceie
furnaces,Material,scienceie
determine the oxidation kinetics,Task,scienceie
table 1 shows the time intervals chosen for examination,Material,scienceie
thermogravimetric balance,Process,scienceie
pharmacyte approach,Process,scienceie
act t-cells,Material,scienceie
adjuvant drug,Material,scienceie
expansion of the cell population in vivo,Process,scienceie
cell-bound particles,Material,scienceie
cell division,Process,scienceie
supporting drugs,Material,scienceie
t-cells,Material,scienceie
nanoparticle drug carriers,Material,scienceie
transferred lymphocytes,Material,scienceie
supporting adjuvant drugs,Material,scienceie
elimination of large tumor burdens,Task,scienceie
“re-arming” of t-cells with supporting drugs,Process,scienceie
targeted particles,Material,scienceie
administration of targeted particles,Process,scienceie
adoptively-transferred t-cells,Material,scienceie
internalizing targeting ligands,Material,scienceie
nanoparticle carrier,Material,scienceie
nanoparticles,Material,scienceie
peptide-mhc ligands,Material,scienceie
t-cell receptors,Material,scienceie
peptide-mhc-functionalized nanoparticles,Material,scienceie
treating graft rejection or autoimmunity,Task,scienceie
cancer immunotherapy,Task,scienceie
ansys,Material,scienceie
plastic analysis of beam section,Process,scienceie
elastic analysis,Process,scienceie
cellular beam,Material,scienceie
design methods,Task,scienceie
procedure of design of cellular beam is illustrated,Task,scienceie
cellular beam,Process,scienceie
nanomaterials,Material,scienceie
exact measurement of properties,Task,scienceie
sustained development of new devices,Task,scienceie
sem,Material,scienceie
material internal structure,Task,scienceie
atomic bonding information,Task,scienceie
manipulate with an individual object,Process,scienceie
stm probes,Process,scienceie
nanomaterials manipulation,Task,scienceie
properties analysis,Task,scienceie
tem holders,Process,scienceie
holders,Process,scienceie
tem techniques,Process,scienceie
mechanical and thermal property analysis,Task,scienceie
nanostructures,Material,scienceie
direct bent or tensile tests,Process,scienceie
probing electrical characteristics,Process,scienceie
field emission,Task,scienceie
electrical transport tracing,Task,scienceie
soldering,Task,scienceie
doping,Task,scienceie
instruments,Material,scienceie
electrochemical reduction of uranium dioxide,Task,scienceie
electrochemical,Process,scienceie
synchrotron x-ray,Process,scienceie
uranium metal,Material,scienceie
lithium chloride–potassium chloride eutectic molten salt,Material,scienceie
molten salt,Material,scienceie
cyclic voltammograms,Process,scienceie
edxd data,Process,scienceie
electrochemical reduction,Process,scienceie
uo2|u couple,Material,scienceie
"deduce the electrochemical reduction potential, mechanism and reduction pathway",Task,scienceie
oxide ions,Material,scienceie
electroreduction,Process,scienceie
counter electrode,Material,scienceie
electrodes,Material,scienceie
exploration of the microstructure of working electrodes,Task,scienceie
4-electron-step,Process,scienceie
forecasting lightning,Process,scienceie
model,Process,scienceie
natural phenomenon,Process,scienceie
mathematical experimentation,Task,scienceie
micro scale plasmas,Material,scienceie
schrödinger-electrostatic algorithm,Process,scienceie
detecting natural phenomena.,Process,scienceie
theoretical experimentation,Task,scienceie
davis weather station,Process,scienceie
macro scale atmospheric plasma,Material,scienceie
lightning,Process,scienceie
air,Process,scienceie
upper atmosphere,Material,scienceie
track the air density,Task,scienceie
inverse miniemulsion polymerization,Process,scienceie
water-in-oil,Process,scienceie
w/o,Process,scienceie
heterogeneous polymerization process,Process,scienceie
kinetically stable macroemulsions,Material,scienceie
critical micellar concentration,Material,scienceie
cmc,Material,scienceie
aqueous droplets,Material,scienceie
water-soluble monomers,Material,scienceie
oil-soluble surfactants,Material,scienceie
organic medium,Material,scienceie
stable inverse miniemulsions,Material,scienceie
homogenizer,Material,scienceie
high speed mechanical stirrer,Material,scienceie
oil-soluble nonionic surfactants,Material,scienceie
implement colloidal stability of the resulting inverse emulsion,Task,scienceie
inverse emulsion,Material,scienceie
radical initiators,Material,scienceie
colloidal particles,Material,scienceie
stable particles of hydrophilic and water-soluble polymers,Material,scienceie
polyaniline nanoparticles,Material,scienceie
organic–inorganic hybrid particles,Material,scienceie
preparation of crosslinked microgels in the presence of difunctional crosslinkers,Process,scienceie
crosslinked microgels,Material,scienceie
difunctional crosslinkers,Material,scienceie
crp techniques,Process,scienceie
atrp,Process,scienceie
raft,Process,scienceie
inverse miniemulsion,Material,scienceie
nanogels,Material,scienceie
liquid film flows,Process,scienceie
liquid film,Material,scienceie
broadband interfacial waves,Material,scienceie
interfacial waves,Material,scienceie
downwards annular flow,Process,scienceie
spatio/temporal measurement,Process,scienceie
liquid film thickness,Process,scienceie
statistical analyses,Process,scienceie
interfacial topology,Task,scienceie
downwards annular flows,Process,scienceie
mean film thickness,Process,scienceie
wave amplitudes,Process,scienceie
velocity distribution,Process,scienceie
flow structure within the liquid films,Process,scienceie
liquid films,Material,scienceie
thickness of the liquid films,Task,scienceie
gas–liquid interface,Process,scienceie
entrainment of gas,Process,scienceie
high velocities,Task,scienceie
"understanding of the characteristic profiles, scales and dynamics of these interfacial waves",Task,scienceie
statistical analyses of this film thickness,Task,scienceie
gas phase,Process,scienceie
"quantification of the mean film thickness, wave amplitudes and liquid entrainment rates",Task,scienceie
gas core,Material,scienceie
go methodology algorithm,Process,scienceie
new method to get the reliability of system based on go methodology,Task,scienceie
go methodology,Process,scienceie
go chart,Material,scienceie
series structure,Process,scienceie
minimal path sets are induced,Process,scienceie
enumeration method,Process,scienceie
calculate the system reliability,Task,scienceie
minimal path sets,Process,scienceie
practical engineering,Task,scienceie
quantitative analysis,Process,scienceie
complex go methodology models,Process,scienceie
substrate induced coagulation,Task,scienceie
sic,Task,scienceie
carbon blacks,Material,scienceie
electromagnetic wave shielding,Process,scienceie
metallization,Process,scienceie
printed wiring boards,Material,scienceie
conducting polymers,Material,scienceie
teflon,Material,scienceie
dip-coating,Process,scienceie
meta-stable dispersion,Process,scienceie
sic coating,Process,scienceie
carbon black,Material,scienceie
licoo2-composite electrodes,Process,scienceie
li-ion batteries,Process,scienceie
mean-field models,Process,scienceie
spatially extended dynamical systems,Task,scienceie
liley model,Process,scienceie
partial differential equations,Material,scienceie
membrane potentials,Material,scienceie
synaptic inputs,Material,scienceie
ordinary differential equations,Material,scienceie
odes,Material,scienceie
numerical bifurcation analysis,Process,scienceie
pde model,Material,scienceie
"large, sparse matrices",Material,scienceie
petsc,Material,scienceie
"efficient, iterative solvers for linear problems with large, sparse matrices",Task,scienceie
"efficient, iterative solvers",Process,scienceie
2d line drawings,Material,scienceie
ordinary still photographs,Material,scienceie
occasional cross-sections,Material,scienceie
traditional digital photogrammetry,Process,scienceie
laser scanning,Process,scienceie
sfm–mvs,Process,scienceie
archaeological landscapes,Task,scienceie
sites,Task,scienceie
artefacts,Task,scienceie
terracotta warrior models,Process,scienceie
3d models,Process,scienceie
digital photogrammetry,Process,scienceie
laser scanners,Process,scienceie
data capture at close range,Task,scienceie
sfm–mvs methods,Process,scienceie
digital camera,Material,scienceie
prior training about the required number and overlap of photographs,Process,scienceie
recording process,Process,scienceie
control of camera position,Process,scienceie
recorded sites and artefacts,Task,scienceie
myocardial electrical propagation,Process,scienceie
monodomain or bidomain pdes,Material,scienceie
geometries,Material,scienceie
high-end supercomputing resources,Process,scienceie
preconditioning,Task,scienceie
parallelisation,Task,scienceie
adaptivity in space and time,Task,scienceie
high-order polynomial fem,Process,scienceie
monodomain pde,Material,scienceie
piecewise-linear fem,Process,scienceie
finite element p-version,Process,scienceie
investigate the potential of reducing the number of dof,Task,scienceie
human heart geometries,Task,scienceie
cardiac geometry meshes,Material,scienceie
systems of linear equations,Process,scienceie
developing efficient solution techniques,Task,scienceie
significantly improving simulation efficiency,Task,scienceie
simulation efficiency,Process,scienceie
emr implementation,Task,scienceie
emr,Process,scienceie
emrs,Process,scienceie
health information systems,Task,scienceie
cloud-based emr ecosystems,Process,scienceie
shear horizontal (sh) ultrasound waves,Material,scienceie
guided waves,Material,scienceie
sh0,Material,scienceie
sh ultrasound,Process,scienceie
sh waves,Material,scienceie
bulk waves,Material,scienceie
bulk shear wave speed,Process,scienceie
shear wave speed,Process,scienceie
phase and group speed,Process,scienceie
oscillation,Process,scienceie
propagation,Process,scienceie
aa 2024-t3 aluminium alloy,Material,scienceie
magnesium,Material,scienceie
thermomechanical processing,Process,scienceie
aerospace applications,Task,scienceie
compositionally-distinct phases,Process,scienceie
surface treatment,Process,scienceie
intermetallic particles,Material,scienceie
alloy matrix,Material,scienceie
copper-containing second phase particles,Material,scienceie
corrosion resistance,Process,scienceie
second phase particle,Material,scienceie
s phase,Material,scienceie
s phase particles,Material,scienceie
aa2024 alloys,Material,scienceie
corrosion behaviour,Process,scienceie
dealloying,Process,scienceie
enrichment,Process,scienceie
decrease of the volta potential,Process,scienceie
cathodic sites,Material,scienceie
alloying elements,Material,scienceie
al2cumg,Material,scienceie
constituent particles,Material,scienceie
dealloyed particles,Material,scienceie
multihop routing protocol,Process,scienceie
phaser,Process,scienceie
mwsn,Material,scienceie
gradient metric,Process,scienceie
multihop routing protocol,Task,scienceie
gradient maintenance,Process,scienceie
mobile network,Material,scienceie
tdma,Process,scienceie
time division multiple access,Process,scienceie
mac,Process,scienceie
medium access control,Process,scienceie
packet latency,Material,scienceie
cross-layer routing protocol,Process,scienceie
mwsns,Material,scienceie
node cooperation,Process,scienceie
node,Material,scienceie
cross-layer routing protocol for mwsns,Task,scienceie
xylanases,Material,scienceie
pulp and paper industry,Task,scienceie
hydrolyzed the xylan component,Process,scienceie
brightening of the pulp,Process,scienceie
chlorine free bleaching operations,Process,scienceie
xylanase,Material,scienceie
even redistribution of the water content of the bread,Process,scienceie
animal feed industry,Task,scienceie
hydrolysis of non-starchy polysaccharides,Task,scienceie
maceration of vegetable matte,Task,scienceie
protoplastation of plant cells,Task,scienceie
clarification of juices and wine,Task,scienceie
liquefaction of coffee mucilage,Task,scienceie
making liquid coffee,Task,scienceie
recovery of oil from subterranian mines,Task,scienceie
"extraction of flavors and pigments, plant oils and starch",Task,scienceie
efficiency of agricultural silage production,Task,scienceie
bleaching agent,Material,scienceie
xylan component,Material,scienceie
wood,Material,scienceie
removal of lignin,Process,scienceie
lignin,Material,scienceie
pulp,Material,scienceie
non-starchy polysaccharides,Material,scienceie
arabinoxylan,Material,scienceie
pv cells,Task,scienceie
incident solar radiation,Material,scienceie
electric power,Material,scienceie
incomplete absorption,Process,scienceie
carrier cooling,Process,scienceie
radiative recombination,Process,scienceie
conversion of incident solar radiation into electric power,Process,scienceie
fossil fuel-based energy conversion,Process,scienceie
solar conversion,Process,scienceie
solar photons,Material,scienceie
electron-hole pairs,Material,scienceie
solar power,Process,scienceie
beta-beam source,Material,scienceie
static tritium source,Material,scienceie
beta-beams,Process,scienceie
neutrino fluxes,Process,scienceie
electron–neutrino scattering,Process,scienceie
reactor case,Material,scienceie
electron recoils,Material,scienceie
neutrino magnetic moment,Process,scienceie
helium-6 ions,Material,scienceie
neutrinos,Material,scienceie
slamm,Process,scienceie
slr,Process,scienceie
marsh migration model,Material,scienceie
spatial inputs,Process,scienceie
parameter choices,Process,scienceie
accretion rates,Process,scienceie
present and discuss the application of slamm to the new york coast,Task,scienceie
vdatum,Process,scienceie
tide ranges,Process,scienceie
landcover projections,Process,scienceie
high-quality local data,Material,scienceie
multi-objective optimization,Process,scienceie
scaling procedure,Process,scienceie
optimization,Process,scienceie
strength pareto evolutionary algorithm,Process,scienceie
spea,Process,scienceie
evolutionary computation,Task,scienceie
pareto optimal models,Process,scienceie
downscaling rules,Process,scienceie
regression,Process,scienceie
using a single (weighted) fitness or cost function,Process,scienceie
fitness calculation,Process,scienceie
us,Process,scienceie
inertial cavitation,Task,scienceie
intratumoral injection,Process,scienceie
gas bubble,Material,scienceie
gas bubbles,Material,scienceie
us contrast agents,Material,scienceie
oncolytic viruses,Material,scienceie
us-induced cavitation,Process,scienceie
lorentz mechanism,Process,scienceie
low carbon steel,Material,scienceie
magnetostrictive mechanism,Process,scienceie
ferromagnetic oxide,Material,scienceie
generation efficiency,Process,scienceie
emats,Material,scienceie
studying phase transitions,Task,scienceie
magnetic alloys,Material,scienceie
electromagnetic ultrasound generation,Process,scienceie
magnetic phase transition,Process,scienceie
ferromagnetic to paramagnetic transition,Process,scienceie
global optimisation algorithms,Process,scienceie
solve the optimisation problem,Task,scienceie
local minima/maxima,Material,scienceie
global optimisation technique,Process,scienceie
decision variable domain,Material,scienceie
x,Material,scienceie
population,Material,scienceie
parent,Material,scienceie
incorporating statistical information,Process,scienceie
objective functions,Process,scienceie
mimics biological evolution processes,Process,scienceie
random selection of a population,Process,scienceie
selects a group of individual values,Process,scienceie
crossover,Process,scienceie
mutation,Process,scienceie
actinides,Material,scienceie
superconductivity in actinides,Task,scienceie
thorium metal,Material,scienceie
uranium compounds,Material,scienceie
uranium superconductors,Material,scienceie
uranium heavy fermion superconductors,Material,scienceie
ferromagnetic superconductors,Material,scienceie
plutonium,Material,scienceie
neptunium,Material,scienceie
periodic table,Process,scienceie
transuranium elements,Material,scienceie
transactinides,Material,scienceie
transuranics,Material,scienceie
actinoids,Material,scienceie
superactinides,Material,scienceie
ac,Material,scienceie
th,Material,scienceie
lr,Material,scienceie
synthetic elements,Material,scienceie
study of condensed-matter properties,Task,scienceie
polymer chains,Material,scienceie
star molecules,Material,scienceie
polygons,Material,scienceie
"three interfaces, a/b, b/c and c/a",Material,scienceie
chain entropy,Process,scienceie
diagonal bond method,Process,scienceie
monte carlo simulation,Process,scienceie
three-branched molecules,Material,scienceie
even polygon theorem,Process,scienceie
cylinders,Material,scienceie
passenger safety,Task,scienceie
structural efficiency,Process,scienceie
transportation industries,Process,scienceie
crashworthiness parameters,Material,scienceie
protect the passenger,Task,scienceie
crashworthiness parameters,Task,scienceie
tubular composites failure,Process,scienceie
brittle collapse,Process,scienceie
tubular failure modes,Material,scienceie
plastic deformation,Process,scienceie
implementation of composite materials,Task,scienceie
crushing behaviour,Process,scienceie
composite materials,Material,scienceie
fracture surface energy,Process,scienceie
crashworthiness characteristics,Process,scienceie
axial crushing behaviour,Process,scienceie
fibre-reinforced tubes,Material,scienceie
fibreglass tubes,Material,scienceie
pvc tubes,Material,scienceie
carbon fibre reinforced plastic (cfrp) tubes,Material,scienceie
fibre/resin composites,Material,scienceie
composites,Material,scienceie
micro-cracking development,Process,scienceie
fibre reinforced composite material,Material,scienceie
prevent the massive damage,Task,scienceie
delamination,Process,scienceie
fibre breakage,Process,scienceie
metals,Material,scienceie
carbon fibre reinforced plastic,Material,scienceie
cfrp,Material,scienceie
runge–kutta imex schemes,Process,scienceie
hevi solution,Process,scienceie
atmospheric motion,Process,scienceie
"ars(2,3,2) scheme",Process,scienceie
strang carryover scheme,Process,scienceie
rosenbrock solution,Process,scienceie
newton solver,Process,scienceie
time-step restriction,Process,scienceie
strang splitting,Process,scienceie
wave propagation,Process,scienceie
one iteration of a newton solver,Process,scienceie
vertical advection,Process,scienceie
slowing the vertical advection,Process,scienceie
mesoporous silica,Material,scienceie
tetraethylorthosilicate,Material,scienceie
teos,Material,scienceie
soluble silica precursor,Material,scienceie
cetyltrimethylammonium bromide,Material,scienceie
ctab,Material,scienceie
mesoporous structure-directing template,Material,scienceie
atomizing gas,Material,scienceie
atomizer,Process,scienceie
tube furnace,Process,scienceie
durapore membrane filter,Material,scienceie
calcination,Process,scienceie
mesoporous silica core,Material,scienceie
aminopropyltriethoxysilane,Material,scienceie
aptes,Material,scienceie
protocells,Material,scienceie
surfactant self-assembly,Process,scienceie
homogeneous solution,Material,scienceie
hydrochloric acid,Material,scienceie
ethanol,Material,scienceie
water.,Material,scienceie
aerosol solutions,Material,scienceie
soluble silica,Material,scienceie
nitrogen,Process,scienceie
aerosol droplets,Material,scienceie
divided into spatially-oriented bins,Process,scienceie
velocity,Material,scienceie
shear-stress profiles,Material,scienceie
macro solver,Process,scienceie
new slip velocity,Material,scienceie
resolve the velocity and shear-stress profiles,Process,scienceie
stability issues,Process,scienceie
supplying highly fluctuating data to the macro solver,Process,scienceie
dpd,Process,scienceie
isotropy,Process,scienceie
galilean invariance,Process,scienceie
lattice-gas automata,Process,scienceie
coarse-grained particle,Material,scienceie
langevin dynamics,Process,scienceie
thermostat,Process,scienceie
angular momentum,Process,scienceie
linear momentum,Process,scienceie
profile-unbiased thermostat,Process,scienceie
put,Process,scienceie
nonequilibrium molecular dynamics (nemd),Task,scienceie
nonequilibrium molecular dynamics,Process,scienceie
nemd,Process,scienceie
"recover thermodynamic, dynamical, and rheological properties",Task,scienceie
complex fluids,Material,scienceie
polymeric systems,Process,scienceie
md,Process,scienceie
dependence on the relative velocity,Process,scienceie
polymer solutions,Material,scienceie
colloidal suspensions,Material,scienceie
multiphase flows,Material,scienceie
biological systems,Material,scienceie
dynamic fluctuations,Process,scienceie
massless scalars,Process,scienceie
self-dual string,Process,scienceie
linear fluctuations,Process,scienceie
higher angular momentum modes,Process,scienceie
linearized approximation,Process,scienceie
world volume solitons,Process,scienceie
small ωr,Task,scienceie
approximate solution,Process,scienceie
calculate the cross section for the absorption of massless scalars,Task,scienceie
m-theory five-brane,Material,scienceie
entirely world volume approach,Process,scienceie
s-wave,Material,scienceie
brane solutions,Process,scienceie
supergravity calculation,Process,scienceie
nanoparticle tracking analysis,Process,scienceie
nta,Process,scienceie
soot agglomerates,Material,scienceie
transmission electron microscoscopy,Process,scienceie
soot nanoparticles,Material,scienceie
heptane,Material,scienceie
size distribution analysis,Process,scienceie
agglomerates,Material,scienceie
soot-in-oil aggregates,Material,scienceie
polydisperse solutions,Material,scienceie
observation of at least partial restoration of chiral symmetry,Task,scienceie
chiral order parameter,Material,scienceie
q̄q,Material,scienceie
nuclear matter,Material,scienceie
photonuclear reactions,Process,scienceie
partial restoration of chiral symmetry,Process,scienceie
σ meson,Material,scienceie
pion,Material,scienceie
nuclear medium,Material,scienceie
chiral partner,Material,scienceie
photon induced reactions,Process,scienceie
nuclear many-body system,Process,scienceie
partial restoration of chiral symmetry,Task,scienceie
measuring a threshold enhancement of the π0π0 invariant mass spectrum,Process,scienceie
σ→ππ decay,Process,scienceie
measuring the π0π0 invariant mass distribution,Process,scienceie
quasiparticle,Material,scienceie
drift chambers,Material,scienceie
flash analog-to-digital converter,Material,scienceie
drift chamber simulation package,Material,scienceie
garfield,Material,scienceie
gas property simulation package,Material,scienceie
magboltz,Material,scienceie
chamber manufacturing,Process,scienceie
chamber,Material,scienceie
x–t relation,Process,scienceie
relation between the hit position and the drift time,Process,scienceie
chambers,Material,scienceie
chamber gas,Material,scienceie
odcs,Material,scienceie
total focusing method,Process,scienceie
tfm,Process,scienceie
fmc data,Material,scienceie
linear interpolation,Process,scienceie
tfm image itfm,Process,scienceie
hilbert transform,Process,scienceie
transmitting element,Material,scienceie
receiving element,Material,scienceie
fmc,Material,scienceie
conventional tfm,Process,scienceie
x–z plane,Material,scienceie
grid,Material,scienceie
discretized into a grid,Process,scienceie
synthesize a focus at every point in this grid,Process,scienceie
summed,Process,scienceie
discretely sampled,Process,scienceie
tfm image,Material,scienceie
r,Material,scienceie
t,Material,scienceie
summation,Process,scienceie
transmitter–receiver pairs,Material,scienceie
virtualization technologies,Process,scienceie
high performance computing,Process,scienceie
hpc,Process,scienceie
applications,Material,scienceie
virtual server,Material,scienceie
high performance computing scenarios,Task,scienceie
broker,Material,scienceie
virtualized interface,Material,scienceie
grid and cloud computing,Process,scienceie
interaction models,Process,scienceie
grid computing,Process,scienceie
queuing system,Process,scienceie
cloud computing,Process,scienceie
viscoelastic behavior,Process,scienceie
elastomers,Material,scienceie
characterize the dynamics of the polymer chains,Task,scienceie
constraint release,Process,scienceie
polymer melts,Material,scienceie
control of the mesh size,Task,scienceie
precursor chains,Material,scienceie
polymer chain,Material,scienceie
crosslinked elastomers,Material,scienceie
pdms elastomers,Material,scienceie
unattached chains,Material,scienceie
mg,Material,scienceie
network mesh,Material,scienceie
mx,Material,scienceie
chemical cross-links.,Material,scienceie
probe chain,Material,scienceie
mx>me,Process,scienceie
mx<me,Process,scienceie
nl,Process,scienceie
ns,Process,scienceie
three-dimensional digital subtraction angiographic,Process,scienceie
3d-dsa,Process,scienceie
cerebral angiography,Process,scienceie
embolization,Process,scienceie
creating a 3d model of the target vessel segment,Task,scienceie
standard triangulation language,Process,scienceie
stl,Process,scienceie
triangular meshes,Material,scienceie
dicom file,Material,scienceie
3d visualization,Process,scienceie
computational volumetric mesh,Material,scienceie
stl file,Material,scienceie
acrylic resin,Material,scienceie
vero,Material,scienceie
removing spicule.,Process,scienceie
amira version x,Material,scienceie
smoothing,Process,scienceie
3d printer,Material,scienceie
objet30 pro,Material,scienceie
3d model,Material,scienceie
3d visualization and measurement software,Material,scienceie
immersion in water,Process,scienceie
3d printed model,Material,scienceie
smoothed,Process,scienceie
triangulated surface,Material,scienceie
mapreduce workflows,Process,scienceie
apache pig,Process,scienceie
directed acyclic graphs,Material,scienceie
dags,Material,scienceie
pig latin,Process,scienceie
user-defined functions,Process,scienceie
udfs,Process,scienceie
dag processing,Task,scienceie
hadoop,Material,scienceie
mapreduce,Process,scienceie
pig,Process,scienceie
pig scripts,Material,scienceie
java mapreduce,Process,scienceie
sql operations,Process,scienceie
sql,Process,scienceie
schmidt number,Material,scienceie
bulk-mean concentration of b,Material,scienceie
quantify the effects of the schmidt number and the chemical reaction rate,Task,scienceie
degradation product,Material,scienceie
acidification of water,Process,scienceie
reynolds number,Material,scienceie
schmidt,Material,scienceie
bulk-mean concentration cb⁎¯,Material,scienceie
equilibrium concentration of a,Material,scienceie
functionally graded materials,Material,scienceie
"study of bone, shell, balsawood and bamboo",Task,scienceie
functionally graded material,Material,scienceie
heat resistant materials,Material,scienceie
aerospace,Task,scienceie
nuclear fission reactors,Task,scienceie
fgms,Material,scienceie
heterogeneous composite materials,Material,scienceie
bamboo,Material,scienceie
balsawood,Material,scienceie
shell,Material,scienceie
bone,Material,scienceie
functional polymers,Material,scienceie
macromolecular engineering,Task,scienceie
telechelic polymers,Material,scienceie
polymers with defined chain-ends,Material,scienceie
atom transfer radical polymerization,Process,scienceie
cuaac,Process,scienceie
copper-catalyzed huisgen cycloadditions,Material,scienceie
nucleophilic substitution,Process,scienceie
azides,Material,scienceie
alkynes,Material,scienceie
ω-functional polymers,Material,scienceie
triazole rings,Material,scienceie
synthesis of functional polymers,Task,scienceie
synthetic polymers,Material,scienceie
preparation of well-defined polymers,Process,scienceie
ω-bromine chain-ends of polymers,Material,scienceie
h-bonds,Process,scienceie
experimental observations on how solvents can vary the tpa and tpf properties of fluorescent rhodamine (rh) dyes,Task,scienceie
tpa,Process,scienceie
tpf,Process,scienceie
fluorescent rhodamine (rh) dyes,Material,scienceie
rh6g,Material,scienceie
rhb,Material,scienceie
rh101,Material,scienceie
xanthenes dyes,Material,scienceie
single-molecule detection,Process,scienceie
dna-sequence determination,Process,scienceie
fluorescence labelling,Process,scienceie
rhodamine dyes,Material,scienceie
single-photon absorption (spa) peaks,Process,scienceie
tpa peaks,Process,scienceie
spa,Process,scienceie
dyes,Material,scienceie
rhodamines,Material,scienceie
fluorescence,Process,scienceie
fluorescent rhodamine,Material,scienceie
rh,Material,scienceie
single-photon absorption,Process,scienceie
non-centrosymmetric molecules,Material,scienceie
symmetry relaxations,Process,scienceie
centrosymmetric molecules,Material,scienceie
gas flow,Process,scienceie
thermodynamic equilibrium,Process,scienceie
internal-flow applications,Process,scienceie
high-aspect ratio,Material,scienceie
accurate and flexible modelling alternative,Process,scienceie
long channel network,Process,scienceie
multiscale problem,Task,scienceie
adsorbed species,Material,scienceie
surface defects,Material,scienceie
density of states,Process,scienceie
dos,Process,scienceie
mies spectra,Material,scienceie
auger de-excitation,Process,scienceie
hartree–fock method,Process,scienceie
ad,Process,scienceie
mies,Material,scienceie
ad transition,Process,scienceie
surface oxygen ions,Material,scienceie
crystal code,Process,scienceie
cetep code,Process,scienceie
measuring and analysing the hold time of the cpa pill,Task,scienceie
cpa pill,Material,scienceie
thermal boundary resistance,Process,scienceie
pill,Material,scienceie
cpa crystals,Material,scienceie
thermal boundary,Process,scienceie
temperature,Process,scienceie
servo control program,Process,scienceie
recycling,Process,scienceie
operation at 200mk,Process,scienceie
microkelvin stability,Process,scienceie
fast read-out thermometry,Process,scienceie
mkcc,Task,scienceie
cold finger,Material,scienceie
piezoelectric load cell,Process,scienceie
lsmb,Process,scienceie
flexures,Material,scienceie
load cell,Process,scienceie
displacement and load sensors,Process,scienceie
